Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,extracted_hashtags
386,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,2020-01-12 18:00:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening,
387,391,Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,2017-12-28 19:15:00, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion,
388,392,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",adventure,2019-03-02 20:20:00, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35.0,70.0, Belgium         ,2019,3,2,20,embarking on a culinary adventure savoring exotic flavors around the world,
389,393,Euphoria floods in as the final puzzle piece clicks into place.       ,euphoria,2022-06-08 15:30:00, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20.0,40.0, Denmark         ,2022,6,8,15,euphoria floods in as the final puzzle piece clicks into place,
390,394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,awe inspired by the grandeur of an ancient cathedral s intricate architecture,
391,395,Captivated by the ethereal beauty of a field filled with fireflies. ,enchantment,2022-08-10 22:00:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25.0,50.0, Brazil           ,2022,8,10,22,captivated by the ethereal beauty of a field filled with fireflies,
392,396,Immersed in the enchanting melodies of a street musician's violin. ,melodic,2019-04-05 17:30:00, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18.0,35.0, France           ,2019,4,5,17,immersed in the enchanting melodies of a street musician s violin,
393,397,Joyful laughter resonates through a lively summer carnival.         ,festivejoy,2020-12-15 15:45:00, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22.0,45.0, Japan            ,2020,12,15,15,joyful laughter resonates through a lively summer carnival,
394,398,Exploring the universe within during a mindful meditation session. ,innerjourney,2017-10-20 08:15:00, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35.0,70.0, Canada           ,2017,10,20,8,exploring the universe within during a mindful meditation session,
395,399,Soaring like a free spirit on the winds of a coastal cliff.        ,freedom,2021-02-28 13:00:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30.0,60.0, Australia         ,2021,2,28,13,soaring like a free spirit on the winds of a coastal cliff,
396,400,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,dazzle,2018-06-12 20:30:00, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28.0,55.0, UK               ,2018,6,12,20,dazzled by the elegance of a masquerade ball s dazzling costumes,
397,401,Whimsical delight in a world of whimsical fairy tales.             ,whimsy,2016-03-08 14:20:00, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20.0,40.0, USA             ,2016,3,8,14,whimsical delight in a world of whimsical fairy tales,
398,402,Reflective contemplation amid the ruins of a forgotten era.        ,reflection,2023-04-18 17:10:00, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18.0,35.0, Greece           ,2023,4,18,17,reflective contemplation amid the ruins of a forgotten era,
399,403,Riding the adrenaline rush on a rollercoaster's wild twists.      ,adrenaline,2020-07-25 12:45:00, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22.0,45.0, Germany         ,2020,7,25,12,riding the adrenaline rush on a rollercoaster s wild twists,
400,404,Harmony resonates as musicians play a symphony of unity.           ,harmony,2019-11-30 19:30:00, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35.0,70.0, Sweden          ,2019,11,30,19,harmony resonates as musicians play a symphony of unity,
401,405,A burst of artistic creativity in the quietude of an artist's studio. ,artisticburst,2015-09-01 16:00:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15.0,30.0, Italy           ,2015,9,1,16,a burst of artistic creativity in the quietude of an artist s studio,
402,406,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,radiance,2022-05-05 10:15:00, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25.0,50.0, Netherlands     ,2022,5,5,10,radiant joy akin to blossoming flowers on a sunlit spring morning,
403,407,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,wonder,2018-07-08 23:00:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40.0,80.0, South Africa    ,2018,7,8,23,awe inspired by the vastness of the cosmos on a stargazing night,
404,408,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenation,2021-09-20 14:30:00, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside,
405,409,Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,2016-11-15 11:45:00, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest,
406,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,2020-01-12 18:00:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening,
407,411,Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,2017-12-28 19:15:00, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion,
408,412,"Embarking on a culinary odyssey, savoring flavors around the world. ",culinaryodyssey,2019-03-02 20:20:00, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0, Belgium         ,2019,3,2,20,embarking on a culinary odyssey savoring flavors around the world,
409,413,Euphoria floods in as the final puzzle piece fits perfectly.       ,euphoria,2022-06-08 15:30:00, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20.0,40.0, Denmark         ,2022,6,8,15,euphoria floods in as the final puzzle piece fits perfectly,
410,414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,awe struck by the grandeur of an ancient cathedral s intricate architecture,
411,415,Curiosity awakened by the mysteries of an ancient archaeological site. ,curiosity,2015-11-08 10:00:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18.0,35.0, Australia ,2015,11,8,10,curiosity awakened by the mysteries of an ancient archaeological site,
412,416,Giddy with excitement as the first snowflakes dance from the sky. ,excitement,2020-12-02 17:30:00, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0, Canada         ,2020,12,2,17,giddy with excitement as the first snowflakes dance from the sky,
413,417,Contentment envelops as the aroma of freshly baked bread fills the air. ,contentment,2017-06-10 12:15:00, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28.0,55.0, France          ,2017,6,10,12,contentment envelops as the aroma of freshly baked bread fills the air,
414,418,Inspired by the resilience of a lone tree standing tall in a storm. ,resilience,2021-04-15 14:20:00, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0, USA             ,2021,4,15,14,inspired by the resilience of a lone tree standing tall in a storm,
415,419,"Lost in the pages of a captivating novel, transported to another world. ",immersion,2019-09-28 19:45:00, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20.0,40.0, UK              ,2019,9,28,19,lost in the pages of a captivating novel transported to another world,
416,420,Drenched in nostalgia while flipping through an old family photo album. ,nostalgia,2016-12-05 21:00:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0, India          ,2016,12,5,21,drenched in nostalgia while flipping through an old family photo album,
417,421,Spark of inspiration ignites like a shooting star in the night sky. ,spark,2018-02-10 23:30:00, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30.0,60.0, Australia      ,2018,2,10,23,spark of inspiration ignites like a shooting star in the night sky,
418,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,gratitude,2023-02-15 08:30:00, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8,imbued with gratitude for the simple pleasure of a warm cup of tea,
419,423,Marveling at the kaleidoscope of colors in a vibrant street market. ,marvel,2015-08-22 15:00:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15,marveling at the kaleidoscope of colors in a vibrant street market,
420,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,serenity,2020-11-20 18:45:00, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18,awash with serenity as the sun sets over a tranquil lakeside retreat,
421,425,Drowning in sorrow as memories of lost love resurface.            ,heartbreak,2019-08-05 21:00:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21,drowning in sorrow as memories of lost love resurface,
422,426,Numbness sets in as the weight of loneliness grows heavier.       ,loneliness,2021-02-12 16:45:00, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16,numbness sets in as the weight of loneliness grows heavier,
423,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ",grief,2020-11-28 14:20:00, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14,tears fall like raindrops mourning the end of a cherished friendship,
424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",despair,2016-05-15 22:30:00, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22,despair clouds the mind feeling adrift in an endless sea of darkness,
425,429,"Shattered by betrayal, trust crumbles like fragile glass.          ",betrayal,2018-09-10 13:15:00, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13,shattered by betrayal trust crumbles like fragile glass,
426,430,"Aching heart, the symphony of pain plays in the silence of solitude. ",suffering,2022-03-20 19:30:00, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19,aching heart the symphony of pain plays in the silence of solitude,
427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",emotionalstorm,2017-07-18 17:45:00, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17,emotional storm a whirlwind of sadness engulfs every thought,
428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",regret,2018-12-15 10:00:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10,haunted by regrets the ghost of the past lingers relentlessly,
429,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ",grief,2015-06-28 21:15:00, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21,torn apart by grief the echoes of loss reverberate through the soul,
430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",isolation,2020-04-02 14:20:00, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14,isolation deepens an emotional winter where warmth is but a distant memory,
431,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ",disappointment,2019-10-08 18:30:00, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18,soul crushing disappointment hopes shattered like fragile glass,
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ",lostlove,2016-11-22 09:45:00, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9,painful echoes of a love once cherished now lost in the abyss of time,
433,437,"Heartache deepens, a solitary journey through the abyss of despair. ",despair,2022-08-18 22:00:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22,heartache deepens a solitary journey through the abyss of despair,
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",melancholy,2017-03-12 23:30:00, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,melancholy lingers a bittersweet serenade in the quietude of solitude,
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",bitterness,2015-12-15 16:15:00, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,bitterness like a poison seeping into every crevice of the wounded heart,
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",exhaustion,2021-09-05 13:30:00, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13,emotional exhaustion the weight of the world crushing weary shoulders,
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",sorrow,2018-05-22 20:45:00, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20,sorrowful echoes a symphony of pain played by the strings of loss,
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ",darkness,2016-07-10 18:20:00, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18,darkness descends engulfing the soul in the shadows of despair,
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",desperation,2019-04-30 14:00:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14,desperation whispers the silent plea for a glimmer of hope in the abyss,
440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",ruins,2022-01-08 11:30:00, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11,heart in ruins the remnants of shattered dreams scattered in the wind,
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",desolation,2017-09-10 19:15:00, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,shattered by the echoes of a shattered dream fragments of hope scattered,
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",regret,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,avoiding the thorns of regret walking barefoot on the path of remorse,
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",grief,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,in the labyrinth of grief the walls echo with the footsteps of lost joy,
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",loneliness,2016-06-28 14:20:00, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly,
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",bitterness,2019-10-22 17:00:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,the bitterness of betrayal a taste that lingers staining the palate of trust,
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",desolation,2021-03-15 22:45:00, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,in the ruins of hope echoes of shattered dreams whisper tales of loss,
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",heartbreak,2017-08-10 19:30:00, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair,
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",grief,2023-01-28 14:30:00, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,tears the ink staining the pages of a journal a testament to silent grief,
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",betrayal,2016-12-12 10:00:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,in the wasteland of lost trust the echoes of broken promises reverberate,
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",resilience,2020-07-18 15:15:00, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,avoiding the shards of shattered dreams walking the tightrope of resilience,
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",isolation,2022-05-20 20:30:00, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,suffocating in the silence of solitude where echoes of laughter once thrived,
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",regret,2019-11-08 14:45:00, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,haunted by the specter of lost possibilities a ghost that refuses to fade away,
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",despair,2017-03-28 22:00:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,in the labyrinth of despair the echoes of a broken heart reverberate endlessly,
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",sorrow,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,sinking like autumn leaves in the river of sorrow carried away by the current,
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",desolation,2018-06-10 13:30:00, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,in the garden of broken dreams petals fall a silent testimony to shattered hopes,
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",grief,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,tears the currency of grief spent in the marketplace of lost love and longing,
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",betrayal,2021-01-05 16:20:00, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,wandering in the maze of betrayal the walls closing in with every wrong turn,
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",heartbreak,2019-04-18 11:00:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,a soul weathered by the storm of heartbreak seeking refuge in the calm after,
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",despair,2017-08-28 19:30:00, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow,
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",loss,2023-02-10 14:30:00, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,like a withered rose in the garden of love petals fall a silent surrender to time,
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",heartache,2022-07-10 22:15:00, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,in the void of heartache echoes of a love song play each note a pang of longing,
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",nostalgia,2019-05-15 21:30:00, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories,
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",grief,2018-11-28 14:00:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,in the symphony of grief each tear is a note composing a melancholic melody,
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",betrayal,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,betrayal a venomous serpent slithering through the garden of trust poisoning roots,
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",despair,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,sinking in the quicksand of despair the harder you fight the deeper you descend,
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",desolation,2020-08-15 12:30:00, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,wandering through the cemetery of lost dreams tombstones marking untold sorrows,
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ",regret,2017-04-28 16:20:00, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,swept away by the river of regret the currents of the past refusing to release,
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",loss,2019-09-10 21:00:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,whispers of lost love linger in the attic of the heart forgotten but not erased,
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",betrayal,2022-01-28 13:45:00, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,in the gallery of broken promises each shattered vow framed a painful exhibition,
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ",solitude,2016-06-15 22:30:00, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,the echoes of solitude a silent conversation between a soul and its shadows,
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",joy,2021-08-20 15:45:00, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,dancing on sunshine each step a celebration of the joy found in simple moments,
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",happiness,2018-04-12 18:30:00, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0, Canada ,2018,4,12,18,laughter echoes in the air a chorus of happiness that lifts the spirit higher,
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",contentment,2022-02-15 12:20:00, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25.0,50.0, UK ,2022,2,15,12,in the garden of contentment each bloom whispers tales of inner peace and joy,
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",enthusiasm,2019-10-28 14:15:00, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30.0,60.0, Australia ,2019,10,28,14,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm,
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",gratitude,2017-12-22 21:00:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22.0,45.0, India ,2017,12,22,21,serenading the stars with a heart full of gratitude a melody of thankfulness,
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",accomplishment,2020-06-10 17:30:00, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28.0,55.0, Germany ,2020,6,10,17,basking in the glow of accomplishment each milestone a stepping stone to happiness,
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",positivity,2016-09-18 19:45:00, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18.0,35.0, France ,2016,9,18,19,in the dance of positivity every step is a rhythm uplifting the soul in harmony,
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",joy,2023-03-10 14:30:00, LaughterCup , Twitter , #Joy #CherishedMoment ,20.0,40.0, Japan ,2023,3,10,14,overflowing with joy a cup of laughter shared with friends a moment cherished,
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",kindness,2019-05-05 12:15:00, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25.0,50.0, Brazil ,2019,5,5,12,draped in the warmth of kindness a quilt of compassion stitched with love,
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",friendship,2018-08-28 16:00:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30.0,60.0, South Africa ,2018,8,28,16,in the garden of friendships each bloom a testament to the beauty of camaraderie,
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",love,2022-11-15 20:45:00, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0, USA ,2022,11,15,20,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection,
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",joy,2019-07-02 17:00:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0, Canada ,2019,7,2,17,surrounded by the colors of joy a canvas painted with laughter and endless smiles,
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",excitement,2021-04-18 14:20:00, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30.0,60.0, UK ,2021,4,18,14,in the symphony of excitement each note is a burst of energy igniting the soul with fervor,
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",surprise,2023-02-05 19:30:00, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25.0,50.0, Australia ,2023,2,5,19,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder,
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",curiosity,2018-09-22 12:45:00, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22.0,45.0, India ,2018,9,22,12,lost in the maze of curiosity each twist and turn unveils the treasures of discovery,
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",gratitude,2016-12-10 21:15:00, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28.0,55.0, Germany ,2016,12,10,21,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness,
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",inspiration,2020-05-28 16:00:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18.0,35.0, France ,2020,5,28,16,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance,
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",success,2017-11-15 22:30:00, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22.0,45.0, Japan ,2017,11,15,22,in the celebration of success fireworks of accomplishment light up the night sky of triumph,
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",happiness,2021-08-02 19:00:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30.0,60.0, Brazil ,2021,8,2,19,a symphony of laughter each note a key to unlocking the door of boundless happiness,
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",thrill,2019-03-28 15:30:00, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35.0,70.0, South Africa ,2019,3,28,15,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride,
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",reflection,2018-05-12 17:30:00, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28.0,55.0, France ,2018,5,12,17,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams,
